ID Objectif,Année,Mois,ID Agence,ID Produit,Objectif Primes,Objectif Nouveaux Contrats,Objectif Taux Renouvellement,Objectif Ratio Sinistres Primes
OBJ-00821,2023,9,AGC-007,PRD-005,249787000,15,0.7,0.4
OBJ-00822,2023,9,AGC-007,PRD-006,477575000,13,0.71,0.41
OBJ-00823,2023,9,AGC-007,PRD-007,566121000,7,0.71,0.61
OBJ-00824,2023,9,AGC-007,PRD-008,1321245000,5,0.62,0.65
OBJ-00825,2023,9,AGC-008,PRD-001,269010000,18,0.61,0.5
OBJ-00826,2023,9,AGC-008,PRD-002,502090000,10,0.61,0.46
OBJ-00827,2023,9,AGC-008,PRD-003,348126000,13,0.79,0.62
OBJ-00828,2023,9,AGC-008,PRD-004,290517000,10,0.72,0.4
OBJ-00829,2023,9,AGC-008,PRD-005,135516000,16,0.74,0.42
OBJ-00830,2023,9,AGC-008,PRD-006,452451000,13,0.65,0.47
OBJ-00831,2023,9,AGC-008,PRD-007,892096000,16,0.76,0.55
OBJ-00832,2023,9,AGC-008,PRD-008,1314732000,4,0.73,0.43
OBJ-00833,2023,9,AGC-009,PRD-001,283940000,7,0.62,0.59
OBJ-00834,2023,9,AGC-009,PRD-002,437654000,13,0.75,0.56
OBJ-00835,2023,9,AGC-009,PRD-003,591719000,14,0.7,0.6
OBJ-00836,2023,9,AGC-009,PRD-004,345277000,8,0.77,0.4
OBJ-00837,2023,9,AGC-009,PRD-005,232573000,13,0.78,0.62
OBJ-00838,2023,9,AGC-009,PRD-006,335575000,13,0.63,0.48
OBJ-00839,2023,9,AGC-009,PRD-007,1429257000,15,0.73,0.42
OBJ-00840,2023,9,AGC-009,PRD-008,1151826000,17,0.64,0.57
OBJ-00841,2023,9,AGC-010,PRD-001,229180000,16,0.66,0.65
OBJ-00842,2023,9,AGC-010,PRD-002,504329000,11,0.71,0.41
OBJ-00843,2023,9,AGC-010,PRD-003,373418000,16,0.61,0.47
OBJ-00844,2023,9,AGC-010,PRD-004,349240000,7,0.6,0.43
OBJ-00845,2023,9,AGC-010,PRD-005,117995000,14,0.78,0.52
OBJ-00846,2023,9,AGC-010,PRD-006,385323000,18,0.62,0.57
OBJ-00847,2023,9,AGC-010,PRD-007,576760000,11,0.66,0.64
OBJ-00848,2023,9,AGC-010,PRD-008,765096000,9,0.75,0.64
OBJ-00849,2023,9,AGC-011,PRD-001,566304000,18,0.63,0.46
OBJ-00850,2023,9,AGC-011,PRD-002,398759000,14,0.64,0.59
OBJ-00851,2023,9,AGC-011,PRD-003,386739000,9,0.71,0.55
OBJ-00852,2023,9,AGC-011,PRD-004,267346000,14,0.71,0.5
OBJ-00853,2023,9,AGC-011,PRD-005,183236000,6,0.66,0.42
OBJ-00854,2023,9,AGC-011,PRD-006,477071000,9,0.77,0.5
OBJ-00855,2023,9,AGC-011,PRD-007,1180753000,13,0.66,0.5
OBJ-00856,2023,9,AGC-011,PRD-008,1378411000,16,0.71,0.46
OBJ-00857,2023,9,AGC-012,PRD-001,436315000,7,0.76,0.64
OBJ-00858,2023,9,AGC-012,PRD-002,504918000,7,0.73,0.42
OBJ-00859,2023,9,AGC-012,PRD-003,428659000,5,0.79,0.64
OBJ-00860,2023,9,AGC-012,PRD-004,525964000,6,0.66,0.49
OBJ-00861,2023,9,AGC-012,PRD-005,238324000,17,0.62,0.61
OBJ-00862,2023,9,AGC-012,PRD-006,210543000,11,0.62,0.53
OBJ-00863,2023,9,AGC-012,PRD-007,670190000,7,0.63,0.59
OBJ-00864,2023,9,AGC-012,PRD-008,1153031000,5,0.62,0.49
OBJ-00865,2023,10,AGC-001,PRD-001,1298695000,35,0.64,0.41
OBJ-00866,2023,10,AGC-001,PRD-002,1137794000,46,0.61,0.49
OBJ-00867,2023,10,AGC-001,PRD-003,1591309000,17,0.77,0.47
OBJ-00868,2023,10,AGC-001,PRD-004,1684168000,16,0.63,0.51
OBJ-00869,2023,10,AGC-001,PRD-005,781831000,40,0.69,0.56
OBJ-00870,2023,10,AGC-001,PRD-006,1788886000,22,0.73,0.43
OBJ-00871,2023,10,AGC-001,PRD-007,4061700000,32,0.6,0.64
OBJ-00872,2023,10,AGC-001,PRD-008,2379462000,49,0.65,0.46
OBJ-00873,2023,10,AGC-002,PRD-001,827946000,17,0.72,0.47
OBJ-00874,2023,10,AGC-002,PRD-002,841735000,47,0.76,0.47
OBJ-00875,2023,10,AGC-002,PRD-003,1642425000,44,0.72,0.5
OBJ-00876,2023,10,AGC-002,PRD-004,1220734000,33,0.63,0.46
OBJ-00877,2023,10,AGC-002,PRD-005,522751000,28,0.79,0.45
OBJ-00878,2023,10,AGC-002,PRD-006,1183046000,41,0.76,0.42
OBJ-00879,2023,10,AGC-002,PRD-007,2465115000,44,0.65,0.62
OBJ-00880,2023,10,AGC-002,PRD-008,3950053000,34,0.6,0.48
OBJ-00881,2023,10,AGC-003,PRD-001,908496000,42,0.78,0.59
OBJ-00882,2023,10,AGC-003,PRD-002,1601621000,44,0.69,0.6
OBJ-00883,2023,10,AGC-003,PRD-003,1458066000,19,0.68,0.57
OBJ-00884,2023,10,AGC-003,PRD-004,1618369000,41,0.72,0.63
OBJ-00885,2023,10,AGC-003,PRD-005,549745000,41,0.62,0.62
OBJ-00886,2023,10,AGC-003,PRD-006,1225197000,31,0.71,0.56
OBJ-00887,2023,10,AGC-003,PRD-007,4255280000,47,0.64,0.52
OBJ-00888,2023,10,AGC-003,PRD-008,3770109000,36,0.75,0.61
OBJ-00889,2023,10,AGC-004,PRD-001,231968000,11,0.67,0.4
OBJ-00890,2023,10,AGC-004,PRD-002,537606000,16,0.76,0.47
OBJ-00891,2023,10,AGC-004,PRD-003,563496000,7,0.78,0.63
OBJ-00892,2023,10,AGC-004,PRD-004,447998000,5,0.78,0.45
OBJ-00893,2023,10,AGC-004,PRD-005,116246000,7,0.7,0.45
OBJ-00894,2023,10,AGC-004,PRD-006,260237000,11,0.79,0.47
OBJ-00895,2023,10,AGC-004,PRD-007,1178563000,5,0.8,0.64
OBJ-00896,2023,10,AGC-004,PRD-008,1115324000,8,0.65,0.6
OBJ-00897,2023,10,AGC-005,PRD-001,278269000,5,0.75,0.45
OBJ-00898,2023,10,AGC-005,PRD-002,281617000,9,0.71,0.5
OBJ-00899,2023,10,AGC-005,PRD-003,319585000,8,0.73,0.48
OBJ-00900,2023,10,AGC-005,PRD-004,302413000,14,0.62,0.6
OBJ-00901,2023,10,AGC-005,PRD-005,178907000,15,0.77,0.64
OBJ-00902,2023,10,AGC-005,PRD-006,428227000,14,0.8,0.52
OBJ-00903,2023,10,AGC-005,PRD-007,1481035000,9,0.75,0.41
OBJ-00904,2023,10,AGC-005,PRD-008,1314603000,18,0.62,0.52
OBJ-00905,2023,10,AGC-006,PRD-001,569994000,9,0.66,0.43
OBJ-00906,2023,10,AGC-006,PRD-002,443864000,13,0.69,0.57
OBJ-00907,2023,10,AGC-006,PRD-003,281519000,12,0.79,0.46
OBJ-00908,2023,10,AGC-006,PRD-004,273832000,15,0.71,0.41
OBJ-00909,2023,10,AGC-006,PRD-005,217499000,12,0.7,0.65
OBJ-00910,2023,10,AGC-006,PRD-006,282686000,7,0.73,0.61
OBJ-00911,2023,10,AGC-006,PRD-007,872240000,15,0.64,0.43
OBJ-00912,2023,10,AGC-006,PRD-008,1364380000,6,0.74,0.5
OBJ-00913,2023,10,AGC-007,PRD-001,487334000,11,0.74,0.56
OBJ-00914,2023,10,AGC-007,PRD-002,467221000,7,0.63,0.54
OBJ-00915,2023,10,AGC-007,PRD-003,501280000,14,0.72,0.5
OBJ-00916,2023,10,AGC-007,PRD-004,527751000,13,0.76,0.65
OBJ-00917,2023,10,AGC-007,PRD-005,260459000,8,0.7,0.54
OBJ-00918,2023,10,AGC-007,PRD-006,532723000,12,0.79,0.46
OBJ-00919,2023,10,AGC-007,PRD-007,849293000,7,0.63,0.53
OBJ-00920,2023,10,AGC-007,PRD-008,633650000,13,0.65,0.4
OBJ-00921,2023,10,AGC-008,PRD-001,351603000,9,0.61,0.51
OBJ-00922,2023,10,AGC-008,PRD-002,212379000,15,0.62,0.42
OBJ-00923,2023,10,AGC-008,PRD-003,352025000,17,0.7,0.47
OBJ-00924,2023,10,AGC-008,PRD-004,592725000,9,0.61,0.46
OBJ-00925,2023,10,AGC-008,PRD-005,203399000,6,0.78,0.51
OBJ-00926,2023,10,AGC-008,PRD-006,207413000,11,0.76,0.54
OBJ-00927,2023,10,AGC-008,PRD-007,1080739000,7,0.69,0.64
OBJ-00928,2023,10,AGC-008,PRD-008,525157000,10,0.7,0.58
OBJ-00929,2023,10,AGC-009,PRD-001,374615000,13,0.69,0.5
OBJ-00930,2023,10,AGC-009,PRD-002,274070000,16,0.8,0.48
OBJ-00931,2023,10,AGC-009,PRD-003,459795000,18,0.63,0.53
OBJ-00932,2023,10,AGC-009,PRD-004,377925000,10,0.74,0.48
OBJ-00933,2023,10,AGC-009,PRD-005,175423000,10,0.66,0.55
OBJ-00934,2023,10,AGC-009,PRD-006,473754000,18,0.8,0.55
OBJ-00935,2023,10,AGC-009,PRD-007,1421218000,13,0.64,0.58
OBJ-00936,2023,10,AGC-009,PRD-008,506203000,17,0.6,0.5
OBJ-00937,2023,10,AGC-010,PRD-001,423997000,4,0.74,0.61
OBJ-00938,2023,10,AGC-010,PRD-002,572344000,9,0.74,0.43
OBJ-00939,2023,10,AGC-010,PRD-003,420398000,15,0.62,0.63
OBJ-00940,2023,10,AGC-010,PRD-004,273354000,16,0.66,0.43
OBJ-00941,2023,10,AGC-010,PRD-005,105824000,9,0.63,0.5
OBJ-00942,2023,10,AGC-010,PRD-006,581052000,4,0.79,0.64
OBJ-00943,2023,10,AGC-010,PRD-007,585567000,13,0.73,0.58
OBJ-00944,2023,10,AGC-010,PRD-008,1104809000,15,0.8,0.4
OBJ-00945,2023,10,AGC-011,PRD-001,432106000,13,0.65,0.47
OBJ-00946,2023,10,AGC-011,PRD-002,473807000,13,0.62,0.56
OBJ-00947,2023,10,AGC-011,PRD-003,286708000,16,0.74,0.61
OBJ-00948,2023,10,AGC-011,PRD-004,342371000,15,0.61,0.55
OBJ-00949,2023,10,AGC-011,PRD-005,184366000,9,0.76,0.43
OBJ-00950,2023,10,AGC-011,PRD-006,462801000,18,0.64,0.45
OBJ-00951,2023,10,AGC-011,PRD-007,1307038000,15,0.72,0.51
OBJ-00952,2023,10,AGC-011,PRD-008,892175000,13,0.76,0.45
OBJ-00953,2023,10,AGC-012,PRD-001,418884000,17,0.79,0.45
OBJ-00954,2023,10,AGC-012,PRD-002,452609000,4,0.64,0.42
OBJ-00955,2023,10,AGC-012,PRD-003,513926000,7,0.63,0.53
OBJ-00956,2023,10,AGC-012,PRD-004,545467000,15,0.7,0.62
OBJ-00957,2023,10,AGC-012,PRD-005,185085000,11,0.69,0.6
OBJ-00958,2023,10,AGC-012,PRD-006,453065000,9,0.79,0.45
OBJ-00959,2023,10,AGC-012,PRD-007,856970000,7,0.69,0.55
OBJ-00960,2023,10,AGC-012,PRD-008,1166939000,18,0.74,0.6
OBJ-00961,2023,11,AGC-001,PRD-001,1327958000,36,0.63,0.48
OBJ-00962,2023,11,AGC-001,PRD-002,907497000,44,0.62,0.61
OBJ-00963,2023,11,AGC-001,PRD-003,1695807000,22,0.68,0.47
OBJ-00964,2023,11,AGC-001,PRD-004,1449949000,36,0.71,0.63
OBJ-00965,2023,11,AGC-001,PRD-005,858781000,39,0.64,0.63
OBJ-00966,2023,11,AGC-001,PRD-006,1133182000,33,0.73,0.48
OBJ-00967,2023,11,AGC-001,PRD-007,3647931000,17,0.67,0.45
OBJ-00968,2023,11,AGC-001,PRD-008,3247784000,38,0.76,0.56
OBJ-00969,2023,11,AGC-002,PRD-001,1523216000,32,0.71,0.41
OBJ-00970,2023,11,AGC-002,PRD-002,1449765000,36,0.74,0.59
OBJ-00971,2023,11,AGC-002,PRD-003,1562858000,31,0.62,0.4
OBJ-00972,2023,11,AGC-002,PRD-004,807318000,50,0.72,0.53
OBJ-00973,2023,11,AGC-002,PRD-005,649148000,25,0.68,0.57
OBJ-00974,2023,11,AGC-002,PRD-006,1176979000,34,0.69,0.45
OBJ-00975,2023,11,AGC-002,PRD-007,2516569000,23,0.77,0.61
OBJ-00976,2023,11,AGC-002,PRD-008,3026491000,42,0.79,0.49
OBJ-00977,2023,11,AGC-003,PRD-001,1536160000,47,0.61,0.53
OBJ-00978,2023,11,AGC-003,PRD-002,1622868000,45,0.74,0.45
OBJ-00979,2023,11,AGC-003,PRD-003,1087573000,46,0.75,0.58
OBJ-00980,2023,11,AGC-003,PRD-004,1632035000,26,0.75,0.56
OBJ-00981,2023,11,AGC-003,PRD-005,843828000,32,0.72,0.52
OBJ-00982,2023,11,AGC-003,PRD-006,1332141000,37,0.62,0.54
OBJ-00983,2023,11,AGC-003,PRD-007,4139891000,46,0.68,0.48
OBJ-00984,2023,11,AGC-003,PRD-008,2153952000,24,0.71,0.52
OBJ-00985,2023,11,AGC-004,PRD-001,592559000,5,0.68,0.41
OBJ-00986,2023,11,AGC-004,PRD-002,443391000,7,0.75,0.55
OBJ-00987,2023,11,AGC-004,PRD-003,480782000,9,0.61,0.47
OBJ-00988,2023,11,AGC-004,PRD-004,455651000,12,0.71,0.61
OBJ-00989,2023,11,AGC-004,PRD-005,197311000,10,0.74,0.43
OBJ-00990,2023,11,AGC-004,PRD-006,490227000,14,0.79,0.59
OBJ-00991,2023,11,AGC-004,PRD-007,899309000,4,0.77,0.44
OBJ-00992,2023,11,AGC-004,PRD-008,1398963000,11,0.75,0.59
OBJ-00993,2023,11,AGC-005,PRD-001,437179000,14,0.75,0.62
OBJ-00994,2023,11,AGC-005,PRD-002,220293000,10,0.66,0.6
OBJ-00995,2023,11,AGC-005,PRD-003,224862000,12,0.71,0.41
OBJ-00996,2023,11,AGC-005,PRD-004,356186000,13,0.62,0.5
OBJ-00997,2023,11,AGC-005,PRD-005,106276000,11,0.74,0.64
OBJ-00998,2023,11,AGC-005,PRD-006,280810000,11,0.74,0.49
OBJ-00999,2023,11,AGC-005,PRD-007,1215191000,11,0.72,0.62
OBJ-01000,2023,11,AGC-005,PRD-008,691788000,15,0.6,0.41
OBJ-01001,2023,11,AGC-006,PRD-001,220889000,16,0.75,0.6
OBJ-01002,2023,11,AGC-006,PRD-002,343238000,14,0.64,0.48
OBJ-01003,2023,11,AGC-006,PRD-003,429901000,15,0.6,0.62
OBJ-01004,2023,11,AGC-006,PRD-004,381095000,8,0.76,0.59
OBJ-01005,2023,11,AGC-006,PRD-005,170762000,15,0.74,0.44
OBJ-01006,2023,11,AGC-006,PRD-006,313806000,17,0.69,0.5
OBJ-01007,2023,11,AGC-006,PRD-007,1438580000,13,0.65,0.59
OBJ-01008,2023,11,AGC-006,PRD-008,1095139000,6,0.72,0.51
OBJ-01009,2023,11,AGC-007,PRD-001,569191000,14,0.64,0.63
OBJ-01010,2023,11,AGC-007,PRD-002,377209000,6,0.71,0.54
OBJ-01011,2023,11,AGC-007,PRD-003,507925000,17,0.68,0.59
OBJ-01012,2023,11,AGC-007,PRD-004,442439000,14,0.61,0.53
OBJ-01013,2023,11,AGC-007,PRD-005,196213000,17,0.65,0.58
OBJ-01014,2023,11,AGC-007,PRD-006,260535000,12,0.7,0.51
OBJ-01015,2023,11,AGC-007,PRD-007,1310301000,16,0.73,0.56
OBJ-01016,2023,11,AGC-007,PRD-008,519327000,18,0.74,0.46
OBJ-01017,2023,11,AGC-008,PRD-001,577457000,6,0.67,0.48
OBJ-01018,2023,11,AGC-008,PRD-002,274576000,8,0.69,0.45
OBJ-01019,2023,11,AGC-008,PRD-003,305846000,8,0.67,0.57
OBJ-01020,2023,11,AGC-008,PRD-004,353190000,17,0.6,0.56
OBJ-01021,2023,11,AGC-008,PRD-005,173873000,7,0.61,0.54
OBJ-01022,2023,11,AGC-008,PRD-006,359318000,7,0.73,0.51
OBJ-01023,2023,11,AGC-008,PRD-007,1051642000,10,0.74,0.52
OBJ-01024,2023,11,AGC-008,PRD-008,1402499000,4,0.67,0.57
OBJ-01025,2023,11,AGC-009,PRD-001,252240000,16,0.79,0.54
OBJ-01026,2023,11,AGC-009,PRD-002,263257000,7,0.75,0.62
OBJ-01027,2023,11,AGC-009,PRD-003,561330000,17,0.76,0.51
OBJ-01028,2023,11,AGC-009,PRD-004,393609000,11,0.74,0.52
OBJ-01029,2023,11,AGC-009,PRD-005,159833000,4,0.75,0.41
OBJ-01030,2023,11,AGC-009,PRD-006,283032000,14,0.73,0.52
OBJ-01031,2023,11,AGC-009,PRD-007,929668000,6,0.7,0.43
OBJ-01032,2023,11,AGC-009,PRD-008,858229000,8,0.79,0.61
OBJ-01033,2023,11,AGC-010,PRD-001,502802000,9,0.64,0.49
OBJ-01034,2023,11,AGC-010,PRD-002,581504000,5,0.7,0.52
OBJ-01035,2023,11,AGC-010,PRD-003,264888000,12,0.7,0.44
OBJ-01036,2023,11,AGC-010,PRD-004,333067000,5,0.69,0.46
OBJ-01037,2023,11,AGC-010,PRD-005,293989000,5,0.64,0.62
OBJ-01038,2023,11,AGC-010,PRD-006,547649000,16,0.75,0.65
OBJ-01039,2023,11,AGC-010,PRD-007,550811000,4,0.61,0.43
OBJ-01040,2023,11,AGC-010,PRD-008,948417000,13,0.78,0.47
OBJ-01041,2023,11,AGC-011,PRD-001,202285000,12,0.73,0.64
OBJ-01042,2023,11,AGC-011,PRD-002,335666000,13,0.67,0.45
OBJ-01043,2023,11,AGC-011,PRD-003,336450000,10,0.69,0.49
OBJ-01044,2023,11,AGC-011,PRD-004,440958000,7,0.68,0.47
OBJ-01045,2023,11,AGC-011,PRD-005,175960000,4,0.79,0.45
OBJ-01046,2023,11,AGC-011,PRD-006,524303000,9,0.68,0.64
OBJ-01047,2023,11,AGC-011,PRD-007,1499019000,4,0.72,0.65
OBJ-01048,2023,11,AGC-011,PRD-008,881904000,15,0.73,0.42
OBJ-01049,2023,11,AGC-012,PRD-001,591591000,12,0.61,0.53
OBJ-01050,2023,11,AGC-012,PRD-002,279883000,16,0.64,0.53
OBJ-01051,2023,11,AGC-012,PRD-003,356833000,7,0.7,0.61
OBJ-01052,2023,11,AGC-012,PRD-004,255754000,5,0.7,0.56
OBJ-01053,2023,11,AGC-012,PRD-005,273281000,5,0.71,0.57
OBJ-01054,2023,11,AGC-012,PRD-006,245841000,15,0.7,0.56
OBJ-01055,2023,11,AGC-012,PRD-007,544744000,13,0.73,0.44
OBJ-01056,2023,11,AGC-012,PRD-008,1419780000,4,0.65,0.58
OBJ-01057,2023,12,AGC-001,PRD-001,1235102000,49,0.62,0.44
OBJ-01058,2023,12,AGC-001,PRD-002,1623234000,32,0.78,0.43
OBJ-01059,2023,12,AGC-001,PRD-003,1618002000,23,0.67,0.64
OBJ-01060,2023,12,AGC-001,PRD-004,1711804000,50,0.73,0.46
OBJ-01061,2023,12,AGC-001,PRD-005,434329000,31,0.74,0.57
OBJ-01062,2023,12,AGC-001,PRD-006,1192264000,41,0.77,0.64
OBJ-01063,2023,12,AGC-001,PRD-007,3498819000,42,0.78,0.42
OBJ-01064,2023,12,AGC-001,PRD-008,3099311000,50,0.77,0.65
OBJ-01065,2023,12,AGC-002,PRD-001,806572000,32,0.75,0.64
OBJ-01066,2023,12,AGC-002,PRD-002,1667718000,21,0.67,0.5
OBJ-01067,2023,12,AGC-002,PRD-003,1249768000,36,0.66,0.55
OBJ-01068,2023,12,AGC-002,PRD-004,1625640000,20,0.71,0.61
OBJ-01069,2023,12,AGC-002,PRD-005,457971000,23,0.79,0.61
OBJ-01070,2023,12,AGC-002,PRD-006,1068974000,48,0.79,0.54
OBJ-01071,2023,12,AGC-002,PRD-007,3208206000,49,0.77,0.55
OBJ-01072,2023,12,AGC-002,PRD-008,2134166000,46,0.61,0.52
OBJ-01073,2023,12,AGC-003,PRD-001,1052089000,16,0.72,0.63
OBJ-01074,2023,12,AGC-003,PRD-002,1464300000,25,0.79,0.44
OBJ-01075,2023,12,AGC-003,PRD-003,1365297000,24,0.62,0.64
OBJ-01076,2023,12,AGC-003,PRD-004,806825000,23,0.62,0.65
OBJ-01077,2023,12,AGC-003,PRD-005,899053000,24,0.64,0.57
OBJ-01078,2023,12,AGC-003,PRD-006,1364821000,34,0.78,0.51
OBJ-01079,2023,12,AGC-003,PRD-007,3888705000,21,0.71,0.43
OBJ-01080,2023,12,AGC-003,PRD-008,4316284000,25,0.67,0.65
OBJ-01081,2023,12,AGC-004,PRD-001,435771000,11,0.72,0.53
OBJ-01082,2023,12,AGC-004,PRD-002,222907000,10,0.66,0.55
OBJ-01083,2023,12,AGC-004,PRD-003,444233000,15,0.7,0.43
OBJ-01084,2023,12,AGC-004,PRD-004,316516000,10,0.6,0.52
OBJ-01085,2023,12,AGC-004,PRD-005,131452000,17,0.66,0.58
OBJ-01086,2023,12,AGC-004,PRD-006,480710000,11,0.61,0.45
OBJ-01087,2023,12,AGC-004,PRD-007,1210505000,15,0.65,0.47
OBJ-01088,2023,12,AGC-004,PRD-008,1136045000,14,0.74,0.65
OBJ-01089,2023,12,AGC-005,PRD-001,418325000,14,0.69,0.64
OBJ-01090,2023,12,AGC-005,PRD-002,563524000,7,0.62,0.47
OBJ-01091,2023,12,AGC-005,PRD-003,577392000,7,0.73,0.58
OBJ-01092,2023,12,AGC-005,PRD-004,292484000,13,0.72,0.45
OBJ-01093,2023,12,AGC-005,PRD-005,147650000,15,0.65,0.47
OBJ-01094,2023,12,AGC-005,PRD-006,464260000,16,0.73,0.41
OBJ-01095,2023,12,AGC-005,PRD-007,555131000,4,0.67,0.63
OBJ-01096,2023,12,AGC-005,PRD-008,1074334000,11,0.62,0.61
OBJ-01097,2023,12,AGC-006,PRD-001,553448000,10,0.64,0.53
OBJ-01098,2023,12,AGC-006,PRD-002,375277000,10,0.7,0.57
OBJ-01099,2023,12,AGC-006,PRD-003,233901000,4,0.72,0.61
OBJ-01100,2023,12,AGC-006,PRD-004,525550000,17,0.79,0.52
OBJ-01101,2023,12,AGC-006,PRD-005,155086000,8,0.71,0.45
OBJ-01102,2023,12,AGC-006,PRD-006,225463000,8,0.67,0.62
OBJ-01103,2023,12,AGC-006,PRD-007,1160606000,7,0.63,0.5
OBJ-01104,2023,12,AGC-006,PRD-008,1032069000,7,0.61,0.5
OBJ-01105,2023,12,AGC-007,PRD-001,567706000,9,0.75,0.51
OBJ-01106,2023,12,AGC-007,PRD-002,269638000,17,0.79,0.52
OBJ-01107,2023,12,AGC-007,PRD-003,511438000,16,0.62,0.47
OBJ-01108,2023,12,AGC-007,PRD-004,285826000,14,0.73,0.53
OBJ-01109,2023,12,AGC-007,PRD-005,190322000,17,0.71,0.45
OBJ-01110,2023,12,AGC-007,PRD-006,567430000,16,0.69,0.47
OBJ-01111,2023,12,AGC-007,PRD-007,1020601000,16,0.78,0.65
OBJ-01112,2023,12,AGC-007,PRD-008,553452000,13,0.62,0.45
OBJ-01113,2023,12,AGC-008,PRD-001,465631000,11,0.63,0.5
OBJ-01114,2023,12,AGC-008,PRD-002,273922000,13,0.63,0.51
OBJ-01115,2023,12,AGC-008,PRD-003,229326000,18,0.66,0.46
OBJ-01116,2023,12,AGC-008,PRD-004,578284000,16,0.8,0.44
OBJ-01117,2023,12,AGC-008,PRD-005,286272000,12,0.63,0.61
OBJ-01118,2023,12,AGC-008,PRD-006,491017000,9,0.76,0.58
OBJ-01119,2023,12,AGC-008,PRD-007,582788000,6,0.74,0.51
OBJ-01120,2023,12,AGC-008,PRD-008,1337019000,13,0.74,0.49
OBJ-01121,2023,12,AGC-009,PRD-001,514151000,7,0.72,0.52
OBJ-01122,2023,12,AGC-009,PRD-002,385869000,5,0.75,0.53
OBJ-01123,2023,12,AGC-009,PRD-003,426000000,10,0.66,0.52
OBJ-01124,2023,12,AGC-009,PRD-004,493292000,15,0.79,0.48
OBJ-01125,2023,12,AGC-009,PRD-005,199151000,18,0.62,0.53
OBJ-01126,2023,12,AGC-009,PRD-006,503046000,9,0.73,0.46
OBJ-01127,2023,12,AGC-009,PRD-007,876247000,9,0.64,0.49
OBJ-01128,2023,12,AGC-009,PRD-008,778310000,17,0.78,0.59
OBJ-01129,2023,12,AGC-010,PRD-001,290860000,5,0.66,0.62
OBJ-01130,2023,12,AGC-010,PRD-002,241389000,18,0.74,0.41
OBJ-01131,2023,12,AGC-010,PRD-003,587215000,9,0.67,0.58
OBJ-01132,2023,12,AGC-010,PRD-004,595259000,13,0.75,0.47
OBJ-01133,2023,12,AGC-010,PRD-005,145902000,18,0.79,0.46
OBJ-01134,2023,12,AGC-010,PRD-006,348145000,5,0.65,0.48
OBJ-01135,2023,12,AGC-010,PRD-007,1055461000,15,0.78,0.53
OBJ-01136,2023,12,AGC-010,PRD-008,1485024000,12,0.72,0.45
OBJ-01137,2023,12,AGC-011,PRD-001,370471000,5,0.72,0.5
OBJ-01138,2023,12,AGC-011,PRD-002,584825000,8,0.67,0.59
OBJ-01139,2023,12,AGC-011,PRD-003,203778000,7,0.67,0.5
OBJ-01140,2023,12,AGC-011,PRD-004,533563000,11,0.64,0.58
OBJ-01141,2023,12,AGC-011,PRD-005,201008000,16,0.79,0.42
OBJ-01142,2023,12,AGC-011,PRD-006,412143000,14,0.73,0.57
OBJ-01143,2023,12,AGC-011,PRD-007,1127388000,4,0.7,0.64
OBJ-01144,2023,12,AGC-011,PRD-008,1297670000,8,0.72,0.44
OBJ-01145,2023,12,AGC-012,PRD-001,226758000,7,0.63,0.62
OBJ-01146,2023,12,AGC-012,PRD-002,550776000,10,0.68,0.52
OBJ-01147,2023,12,AGC-012,PRD-003,294867000,5,0.68,0.54
OBJ-01148,2023,12,AGC-012,PRD-004,478330000,11,0.61,0.42
OBJ-01149,2023,12,AGC-012,PRD-005,140417000,18,0.74,0.5
OBJ-01150,2023,12,AGC-012,PRD-006,448485000,5,0.79,0.52
OBJ-01151,2023,12,AGC-012,PRD-007,1242885000,6,0.64,0.52
OBJ-01152,2023,12,AGC-012,PRD-008,1158680000,5,0.64,0.64
OBJ-01153,2024,1,AGC-001,PRD-001,1804463000,25,0.73,0.52
OBJ-01154,2024,1,AGC-001,PRD-002,1666094000,37,0.62,0.62
OBJ-01155,2024,1,AGC-001,PRD-003,1953115000,28,0.63,0.55
OBJ-01156,2024,1,AGC-001,PRD-004,989266000,49,0.7,0.56
OBJ-01157,2024,1,AGC-001,PRD-005,901925000,41,0.65,0.49
OBJ-01158,2024,1,AGC-001,PRD-006,1091127000,45,0.75,0.44
OBJ-01159,2024,1,AGC-001,PRD-007,3793746000,40,0.61,0.44
OBJ-01160,2024,1,AGC-001,PRD-008,4039722000,22,0.78,0.57
OBJ-01161,2024,1,AGC-002,PRD-001,1853865000,19,0.68,0.47
OBJ-01162,2024,1,AGC-002,PRD-002,1200196000,44,0.72,0.5
OBJ-01163,2024,1,AGC-002,PRD-003,1494928000,49,0.63,0.54
OBJ-01164,2024,1,AGC-002,PRD-004,1164504000,23,0.64,0.42
OBJ-01165,2024,1,AGC-002,PRD-005,811206000,31,0.77,0.58
OBJ-01166,2024,1,AGC-002,PRD-006,1686419000,47,0.69,0.47
OBJ-01167,2024,1,AGC-002,PRD-007,3306743000,24,0.76,0.59
OBJ-01168,2024,1,AGC-002,PRD-008,2484531000,34,0.69,0.64
OBJ-01169,2024,1,AGC-003,PRD-001,1680625000,48,0.79,0.53
OBJ-01170,2024,1,AGC-003,PRD-002,1818379000,39,0.62,0.65
OBJ-01171,2024,1,AGC-003,PRD-003,1436270000,34,0.7,0.53
OBJ-01172,2024,1,AGC-003,PRD-004,1750189000,40,0.76,0.56
OBJ-01173,2024,1,AGC-003,PRD-005,728258000,22,0.7,0.45
OBJ-01174,2024,1,AGC-003,PRD-006,1216115000,32,0.72,0.53
