ID Contrat,ID Client,ID Produit,ID Agent,ID Agence,Date Début,Date Fin,Statut Contrat,Montant Prime,Montant Commission,Fréquence Paiement,Renouvelé,Mode Paiement,Durée Contrat Mois
CTR-01106,CLT-0134,PRD-001,AGT-059,AGC-012,2024-06-27,2025-06-22,Expiré,2325000,186000,Semestrielle,Oui,Mobile Money,12
CTR-01107,CLT-0941,PRD-006,AGT-002,AGC-001,2024-04-10,2026-03-31,Actif,22259000,2448000,Semestrielle,Non,Carte bancaire,24
CTR-01108,CLT-0955,PRD-002,AGT-002,AGC-001,2024-08-24,2027-08-09,Actif,8938000,894000,Mensuelle,Non,Mobile Money,36
CTR-01109,CLT-0908,PRD-007,AGT-002,AGC-001,2023-06-26,2024-06-20,Résilié,57267000,6872000,Semestrielle,Non,Mobile Money,12
CTR-01110,CLT-0571,PRD-003,AGT-006,AGC-001,2025-05-27,2026-05-22,Actif,4732000,426000,Trimestrielle,Non,Mobile Money,12
CTR-01111,CLT-0831,PRD-002,AGT-054,AGC-010,2025-05-20,2028-05-04,Actif,11270000,1127000,Mensuelle,Non,Mobile Money,36
CTR-01112,CLT-0201,PRD-002,AGT-014,AGC-002,2024-03-29,2026-03-19,Actif,16202000,1620000,Annuelle,Oui,Mobile Money,24
CTR-01113,CLT-0614,PRD-004,AGT-020,AGC-003,2024-04-20,2025-04-15,Expiré,8021000,561000,Trimestrielle,Non,Mobile Money,12
CTR-01114,CLT-0358,PRD-001,AGT-047,AGC-008,2023-07-14,2025-07-03,Expiré,3935000,315000,Mensuelle,Non,Mobile Money,24
CTR-01115,CLT-0674,PRD-002,AGT-058,AGC-011,2025-01-28,2026-01-23,Actif,5865000,586000,Annuelle,Oui,Mobile Money,12
CTR-01116,CLT-0814,PRD-001,AGT-055,AGC-010,2023-06-07,2024-06-01,Expiré,2898000,232000,Mensuelle,Non,Virement bancaire,12
CTR-01117,CLT-0029,PRD-005,AGT-031,AGC-005,2023-06-04,2024-05-29,Expiré,1010000,61000,Annuelle,Non,Mobile Money,12
CTR-01118,CLT-0044,PRD-001,AGT-016,AGC-002,2023-08-27,2024-08-21,Expiré,4021000,322000,Trimestrielle,Oui,Carte bancaire,12
CTR-01119,CLT-0741,PRD-002,AGT-046,AGC-008,2023-02-13,2024-02-08,Expiré,11302000,1130000,Mensuelle,Non,Virement bancaire,12
CTR-01120,CLT-0348,PRD-001,AGT-011,AGC-002,2023-08-17,2025-08-06,Expiré,1642000,131000,Trimestrielle,Oui,Carte bancaire,24
CTR-01121,CLT-0722,PRD-007,AGT-002,AGC-001,2023-07-01,2025-06-20,Expiré,51442000,6173000,Trimestrielle,Non,Mobile Money,24
CTR-01122,CLT-0679,PRD-008,AGT-006,AGC-001,2024-07-05,2025-06-30,Expiré,46287000,6017000,Trimestrielle,Non,Carte bancaire,12
CTR-01123,CLT-0107,PRD-006,AGT-006,AGC-001,2023-09-26,2024-09-20,Expiré,13769000,1515000,Mensuelle,Oui,Carte bancaire,12
CTR-01124,CLT-0001,PRD-001,AGT-022,AGC-003,2024-05-29,2027-05-14,Actif,3242000,259000,Trimestrielle,Non,Carte bancaire,36
CTR-01125,CLT-0534,PRD-003,AGT-043,AGC-007,2024-10-15,2025-10-10,Résilié,7792000,701000,Trimestrielle,Non,Virement bancaire,12
CTR-01126,CLT-0611,PRD-003,AGT-005,AGC-001,2024-11-05,2025-10-31,Expiré,11578000,1042000,Mensuelle,Non,Espèces,12
CTR-01127,CLT-0188,PRD-001,AGT-040,AGC-007,2023-10-19,2024-10-13,Expiré,2259000,181000,Mensuelle,Non,Mobile Money,12
CTR-01128,CLT-0524,PRD-008,AGT-030,AGC-005,2023-04-03,2024-03-28,Expiré,26507000,3446000,Semestrielle,Non,Virement bancaire,12
CTR-01129,CLT-0628,PRD-002,AGT-040,AGC-007,2024-10-29,2025-10-24,Expiré,4887000,489000,Mensuelle,Non,Carte bancaire,12
CTR-01130,CLT-0433,PRD-003,AGT-041,AGC-007,2024-12-24,2025-12-19,Expiré,14235000,1281000,Trimestrielle,Non,Espèces,12
CTR-01131,CLT-0406,PRD-002,AGT-006,AGC-001,2024-10-08,2025-10-03,Résilié,6161000,616000,Annuelle,Non,Carte bancaire,12
CTR-01132,CLT-0564,PRD-006,AGT-058,AGC-011,2024-12-06,2025-12-01,Expiré,21206000,2333000,Annuelle,Oui,Carte bancaire,12
CTR-01133,CLT-0064,PRD-001,AGT-023,AGC-003,2024-03-18,2025-03-13,Expiré,3027000,242000,Mensuelle,Oui,Carte bancaire,12
CTR-01134,CLT-0911,PRD-002,AGT-055,AGC-010,2024-01-30,2026-01-19,Actif,11062000,1106000,Annuelle,Oui,Mobile Money,24
CTR-01135,CLT-0765,PRD-001,AGT-018,AGC-003,2025-06-23,2027-06-13,Actif,3398000,272000,Annuelle,Non,Mobile Money,24
CTR-01136,CLT-0408,PRD-003,AGT-014,AGC-002,2025-03-06,2026-03-01,Actif,22041000,1984000,Semestrielle,Oui,Carte bancaire,12
CTR-01137,CLT-0206,PRD-008,AGT-041,AGC-007,2023-04-12,2025-04-01,Résilié,69832000,9078000,Mensuelle,Non,Carte bancaire,24
CTR-01138,CLT-0473,PRD-006,AGT-040,AGC-007,2024-06-25,2025-06-20,Expiré,20285000,2231000,Mensuelle,Non,Chèque,12
CTR-01139,CLT-0494,PRD-004,AGT-001,AGC-001,2024-03-08,2026-02-26,Actif,8531000,597000,Mensuelle,Non,Virement bancaire,24
CTR-01140,CLT-0957,PRD-004,AGT-005,AGC-001,2023-09-11,2025-08-31,Expiré,6430000,450000,Trimestrielle,Oui,Mobile Money,24
CTR-01141,CLT-0516,PRD-005,AGT-022,AGC-003,2024-03-05,2025-02-28,Expiré,843000,51000,Trimestrielle,Non,Mobile Money,12
CTR-01142,CLT-0753,PRD-005,AGT-059,AGC-012,2024-12-19,2025-12-14,Expiré,2397000,144000,Trimestrielle,Non,Espèces,12
CTR-01143,CLT-0891,PRD-003,AGT-050,AGC-009,2023-11-28,2024-11-22,Expiré,14074000,1267000,Annuelle,Non,Mobile Money,12
CTR-01144,CLT-0229,PRD-005,AGT-035,AGC-006,2025-02-21,2026-02-16,Actif,955000,57000,Annuelle,Oui,Espèces,12
CTR-01145,CLT-0275,PRD-005,AGT-007,AGC-001,2024-03-09,2025-03-04,Résilié,438000,26000,Trimestrielle,Non,Virement bancaire,12
CTR-01146,CLT-0497,PRD-001,AGT-008,AGC-001,2023-11-11,2025-10-31,Expiré,3457000,277000,Annuelle,Non,Mobile Money,24
CTR-01147,CLT-0283,PRD-001,AGT-029,AGC-004,2025-04-01,2026-03-27,Actif,2558000,205000,Mensuelle,Non,Carte bancaire,12
CTR-01148,CLT-0532,PRD-008,AGT-021,AGC-003,2025-01-20,2026-01-15,Actif,91046000,11836000,Trimestrielle,Oui,Carte bancaire,12
CTR-01149,CLT-0547,PRD-001,AGT-010,AGC-002,2025-03-22,2027-03-12,Actif,4635000,371000,Trimestrielle,Non,Espèces,24
CTR-01150,CLT-0989,PRD-001,AGT-049,AGC-009,2023-06-17,2024-06-11,Résilié,2108000,169000,Trimestrielle,Non,Virement bancaire,12
CTR-01151,CLT-0924,PRD-001,AGT-050,AGC-009,2023-10-05,2024-09-29,Expiré,3320000,266000,Mensuelle,Non,Carte bancaire,12
CTR-01152,CLT-0587,PRD-004,AGT-053,AGC-010,2023-12-04,2024-11-28,Expiré,5786000,405000,Semestrielle,Oui,Mobile Money,12
CTR-01153,CLT-0854,PRD-007,AGT-060,AGC-012,2024-03-01,2027-02-14,Actif,21828000,2619000,Annuelle,Oui,Carte bancaire,36
CTR-01154,CLT-0938,PRD-001,AGT-001,AGC-001,2024-11-26,2025-11-21,Expiré,3876000,310000,Annuelle,Oui,Carte bancaire,12
CTR-01155,CLT-0365,PRD-005,AGT-006,AGC-001,2024-02-01,2025-01-26,Expiré,2393000,144000,Trimestrielle,Oui,Mobile Money,12
CTR-01156,CLT-0865,PRD-007,AGT-017,AGC-002,2024-08-06,2025-08-01,Expiré,55699000,6684000,Semestrielle,Non,Mobile Money,12
CTR-01157,CLT-0166,PRD-003,AGT-035,AGC-006,2023-02-01,2024-01-27,Expiré,9931000,894000,Mensuelle,Non,Mobile Money,12
CTR-01158,CLT-0941,PRD-002,AGT-057,AGC-011,2023-05-15,2025-05-04,Résilié,7147000,715000,Mensuelle,Non,Mobile Money,24
CTR-01159,CLT-0433,PRD-004,AGT-057,AGC-011,2023-06-18,2024-06-12,Expiré,2992000,209000,Mensuelle,Non,Chèque,12
CTR-01160,CLT-0626,PRD-004,AGT-053,AGC-010,2023-11-19,2026-11-03,Actif,7377000,516000,Annuelle,Oui,Espèces,36
CTR-01161,CLT-0009,PRD-003,AGT-014,AGC-002,2024-03-26,2026-03-16,Actif,9822000,884000,Annuelle,Oui,Mobile Money,24
CTR-01162,CLT-0296,PRD-005,AGT-013,AGC-002,2024-09-07,2025-09-02,Expiré,3262000,196000,Trimestrielle,Non,Mobile Money,12
CTR-01163,CLT-0501,PRD-007,AGT-060,AGC-012,2023-12-08,2025-11-27,Expiré,18311000,2197000,Annuelle,Non,Espèces,24
CTR-01164,CLT-0759,PRD-002,AGT-003,AGC-001,2023-04-04,2026-03-19,Actif,5826000,583000,Trimestrielle,Non,Chèque,36
CTR-01165,CLT-0656,PRD-001,AGT-060,AGC-012,2023-06-10,2024-06-04,Expiré,5784000,463000,Semestrielle,Non,Virement bancaire,12
CTR-01166,CLT-0730,PRD-005,AGT-031,AGC-005,2023-07-05,2024-06-29,Expiré,2168000,130000,Semestrielle,Non,Mobile Money,12
CTR-01167,CLT-0416,PRD-001,AGT-028,AGC-004,2024-01-13,2026-01-02,Actif,3070000,246000,Annuelle,Oui,Mobile Money,24
CTR-01168,CLT-0653,PRD-001,AGT-011,AGC-002,2023-09-22,2024-09-16,Expiré,3151000,252000,Semestrielle,Non,Mobile Money,12
CTR-01169,CLT-0145,PRD-002,AGT-055,AGC-010,2025-01-31,2027-01-21,Actif,10395000,1040000,Annuelle,Non,Espèces,24
CTR-01170,CLT-0595,PRD-002,AGT-048,AGC-008,2023-07-24,2024-07-18,Résilié,10748000,1075000,Mensuelle,Non,Mobile Money,12
CTR-01171,CLT-0523,PRD-004,AGT-011,AGC-002,2024-06-26,2025-06-21,Expiré,7513000,526000,Mensuelle,Non,Virement bancaire,12
CTR-01172,CLT-0941,PRD-005,AGT-010,AGC-002,2024-06-09,2025-06-04,Expiré,685000,41000,Mensuelle,Non,Carte bancaire,12
CTR-01173,CLT-0492,PRD-004,AGT-014,AGC-002,2025-04-27,2026-04-22,Actif,5421000,379000,Trimestrielle,Non,Espèces,12
CTR-01174,CLT-0709,PRD-002,AGT-013,AGC-002,2023-12-02,2025-11-21,Expiré,10446000,1045000,Mensuelle,Non,Virement bancaire,24
CTR-01175,CLT-0110,PRD-003,AGT-036,AGC-006,2023-10-27,2024-10-21,Expiré,4051000,365000,Semestrielle,Non,Chèque,12
CTR-01176,CLT-0607,PRD-007,AGT-030,AGC-005,2023-11-14,2024-11-08,Résilié,16828000,2019000,Semestrielle,Non,Mobile Money,12
CTR-01177,CLT-0386,PRD-005,AGT-020,AGC-003,2023-02-23,2025-02-12,Expiré,3077000,185000,Mensuelle,Non,Mobile Money,24
CTR-01178,CLT-0568,PRD-003,AGT-010,AGC-002,2024-06-28,2027-06-13,Actif,12992000,1169000,Trimestrielle,Non,Espèces,36
CTR-01179,CLT-0088,PRD-004,AGT-022,AGC-003,2023-10-25,2026-10-09,Actif,3191000,223000,Mensuelle,Oui,Chèque,36
CTR-01180,CLT-0796,PRD-004,AGT-034,AGC-005,2025-01-11,2026-01-06,Actif,4595000,322000,Annuelle,Oui,Mobile Money,12
CTR-01181,CLT-0794,PRD-007,AGT-015,AGC-002,2025-02-11,2026-02-06,Actif,57272000,6873000,Annuelle,Non,Espèces,12
CTR-01182,CLT-0147,PRD-001,AGT-043,AGC-007,2025-01-18,2026-01-13,Actif,3811000,305000,Semestrielle,Non,Espèces,12
CTR-01183,CLT-0141,PRD-002,AGT-034,AGC-005,2025-05-30,2026-05-25,Actif,4656000,466000,Trimestrielle,Oui,Virement bancaire,12
CTR-01184,CLT-0307,PRD-008,AGT-015,AGC-002,2025-04-10,2026-04-05,Actif,34941000,4542000,Trimestrielle,Non,Carte bancaire,12
CTR-01185,CLT-0164,PRD-004,AGT-022,AGC-003,2023-04-18,2024-04-12,Expiré,6467000,453000,Trimestrielle,Oui,Carte bancaire,12
CTR-01186,CLT-0870,PRD-004,AGT-046,AGC-008,2024-09-16,2027-09-01,Actif,5442000,381000,Mensuelle,Non,Chèque,36
CTR-01187,CLT-0591,PRD-001,AGT-050,AGC-009,2025-05-03,2026-04-28,Actif,3845000,308000,Trimestrielle,Oui,Virement bancaire,12
CTR-01188,CLT-0436,PRD-008,AGT-031,AGC-005,2025-04-22,2027-04-12,Actif,21707000,2822000,Trimestrielle,Non,Mobile Money,24
CTR-01189,CLT-0769,PRD-001,AGT-040,AGC-007,2025-02-26,2027-02-16,Actif,2614000,209000,Trimestrielle,Oui,Virement bancaire,24
CTR-01190,CLT-0125,PRD-001,AGT-011,AGC-002,2023-01-11,2024-01-06,Résilié,1940000,155000,Semestrielle,Non,Mobile Money,12
CTR-01191,CLT-0138,PRD-005,AGT-011,AGC-002,2023-09-07,2025-08-27,Expiré,430000,26000,Annuelle,Non,Carte bancaire,24
CTR-01192,CLT-0877,PRD-004,AGT-005,AGC-001,2023-12-02,2024-11-26,Expiré,4340000,304000,Trimestrielle,Non,Chèque,12
CTR-01193,CLT-0956,PRD-005,AGT-048,AGC-008,2023-07-30,2024-07-24,Expiré,2313000,139000,Semestrielle,Oui,Mobile Money,12
CTR-01194,CLT-0614,PRD-003,AGT-015,AGC-002,2023-09-05,2025-08-25,Expiré,3085000,278000,Trimestrielle,Non,Carte bancaire,24
CTR-01195,CLT-0770,PRD-007,AGT-020,AGC-003,2024-10-10,2027-09-25,Actif,32518000,3902000,Semestrielle,Oui,Carte bancaire,36
CTR-01196,CLT-0841,PRD-003,AGT-034,AGC-005,2023-07-10,2024-07-04,Expiré,4388000,395000,Mensuelle,Oui,Chèque,12
CTR-01197,CLT-0629,PRD-001,AGT-009,AGC-001,2023-09-03,2024-08-28,Expiré,2835000,227000,Semestrielle,Oui,Chèque,12
CTR-01198,CLT-0666,PRD-003,AGT-004,AGC-001,2023-10-30,2024-10-24,Expiré,12687000,1142000,Annuelle,Oui,Virement bancaire,12
CTR-01199,CLT-0079,PRD-001,AGT-008,AGC-001,2023-11-28,2025-11-17,Expiré,3374000,270000,Annuelle,Non,Mobile Money,24
CTR-01200,CLT-0272,PRD-001,AGT-018,AGC-003,2023-02-08,2024-02-03,Expiré,2706000,216000,Mensuelle,Non,Mobile Money,12
CTR-01201,CLT-0499,PRD-003,AGT-024,AGC-003,2024-06-05,2026-05-26,Actif,7612000,685000,Mensuelle,Oui,Espèces,24
CTR-01202,CLT-0774,PRD-004,AGT-031,AGC-005,2023-01-23,2024-01-18,Expiré,2314000,162000,Mensuelle,Non,Carte bancaire,12
CTR-01203,CLT-0940,PRD-005,AGT-030,AGC-005,2024-08-06,2025-08-01,Expiré,1980000,119000,Semestrielle,Non,Mobile Money,12
CTR-01204,CLT-0277,PRD-007,AGT-042,AGC-007,2023-04-25,2025-04-14,Expiré,51572000,6189000,Semestrielle,Oui,Mobile Money,24
CTR-01205,CLT-0867,PRD-004,AGT-019,AGC-003,2023-01-22,2025-01-11,Expiré,5870000,411000,Mensuelle,Non,Espèces,24
CTR-01206,CLT-0393,PRD-007,AGT-049,AGC-009,2023-07-27,2024-07-21,Expiré,35194000,4223000,Mensuelle,Non,Mobile Money,12
CTR-01207,CLT-0562,PRD-003,AGT-037,AGC-006,2024-06-08,2025-06-03,Expiré,7856000,707000,Trimestrielle,Non,Carte bancaire,12
CTR-01208,CLT-0097,PRD-002,AGT-001,AGC-001,2024-09-29,2027-09-14,Actif,11537000,1154000,Trimestrielle,Oui,Virement bancaire,36
CTR-01209,CLT-0430,PRD-008,AGT-012,AGC-002,2024-02-10,2025-02-04,Expiré,34267000,4455000,Mensuelle,Oui,Virement bancaire,12
CTR-01210,CLT-0175,PRD-007,AGT-011,AGC-002,2024-09-17,2025-09-12,Expiré,32511000,3901000,Mensuelle,Oui,Mobile Money,12
CTR-01211,CLT-0021,PRD-001,AGT-044,AGC-007,2025-05-08,2027-04-28,Actif,1849000,148000,Mensuelle,Oui,Chèque,24
CTR-01212,CLT-0246,PRD-007,AGT-035,AGC-006,2024-09-28,2025-09-23,Expiré,14940000,1793000,Mensuelle,Non,Carte bancaire,12
CTR-01213,CLT-0558,PRD-008,AGT-009,AGC-001,2024-05-01,2025-04-26,Expiré,34182000,4444000,Trimestrielle,Non,Espèces,12
CTR-01214,CLT-0383,PRD-001,AGT-027,AGC-004,2025-03-23,2026-03-18,Actif,2514000,201000,Annuelle,Oui,Virement bancaire,12
CTR-01215,CLT-0220,PRD-001,AGT-009,AGC-001,2025-04-28,2027-04-18,Actif,1624000,130000,Trimestrielle,Oui,Espèces,24
CTR-01216,CLT-0391,PRD-002,AGT-026,AGC-004,2024-07-13,2025-07-08,Expiré,5359000,536000,Mensuelle,Non,Espèces,12
CTR-01217,CLT-0609,PRD-003,AGT-048,AGC-008,2025-04-01,2026-03-27,Actif,4627000,416000,Mensuelle,Non,Chèque,12
CTR-01218,CLT-0598,PRD-001,AGT-021,AGC-003,2024-09-11,2025-09-06,Expiré,5076000,406000,Annuelle,Oui,Virement bancaire,12
CTR-01219,CLT-0013,PRD-001,AGT-029,AGC-004,2024-04-17,2025-04-12,Expiré,1621000,130000,Mensuelle,Non,Espèces,12
CTR-01220,CLT-0554,PRD-007,AGT-034,AGC-005,2024-04-28,2026-04-18,Actif,51650000,6198000,Mensuelle,Oui,Espèces,24
CTR-01221,CLT-0844,PRD-002,AGT-055,AGC-010,2025-03-03,2026-02-26,Actif,11601000,1160000,Trimestrielle,Oui,Virement bancaire,12
CTR-01222,CLT-0561,PRD-007,AGT-060,AGC-012,2025-05-04,2026-04-29,Actif,22842000,2741000,Mensuelle,Oui,Chèque,12
CTR-01223,CLT-0845,PRD-002,AGT-012,AGC-002,2023-07-08,2024-07-02,Expiré,8855000,886000,Mensuelle,Oui,Chèque,12
CTR-01224,CLT-0277,PRD-006,AGT-001,AGC-001,2024-08-20,2025-08-15,Expiré,13922000,1531000,Annuelle,Non,Mobile Money,12
CTR-01225,CLT-0024,PRD-002,AGT-015,AGC-002,2023-11-20,2024-11-14,Résilié,7763000,776000,Mensuelle,Non,Mobile Money,12
CTR-01226,CLT-0838,PRD-002,AGT-031,AGC-005,2023-10-04,2026-09-18,Actif,10617000,1062000,Trimestrielle,Oui,Espèces,36
CTR-01227,CLT-0038,PRD-001,AGT-002,AGC-001,2023-11-24,2026-11-08,Actif,4125000,330000,Mensuelle,Non,Carte bancaire,36
CTR-01228,CLT-0554,PRD-007,AGT-060,AGC-012,2025-01-20,2027-01-10,Actif,44616000,5354000,Trimestrielle,Oui,Mobile Money,24
CTR-01229,CLT-0900,PRD-008,AGT-028,AGC-004,2023-05-10,2024-05-04,Expiré,19409000,2523000,Trimestrielle,Oui,Mobile Money,12
CTR-01230,CLT-0266,PRD-001,AGT-043,AGC-007,2025-04-20,2027-04-10,Actif,4917000,393000,Mensuelle,Non,Espèces,24
CTR-01231,CLT-0299,PRD-005,AGT-030,AGC-005,2024-03-23,2025-03-18,Expiré,1557000,93000,Trimestrielle,Non,Carte bancaire,12
CTR-01232,CLT-0916,PRD-008,AGT-012,AGC-002,2025-05-03,2026-04-28,Actif,39453000,5129000,Trimestrielle,Oui,Mobile Money,12
CTR-01233,CLT-0277,PRD-003,AGT-058,AGC-011,2023-06-11,2024-06-05,Expiré,9333000,840000,Trimestrielle,Oui,Espèces,12
CTR-01234,CLT-0877,PRD-001,AGT-003,AGC-001,2023-07-24,2025-07-13,Expiré,5752000,460000,Mensuelle,Oui,Chèque,24
CTR-01235,CLT-0002,PRD-007,AGT-045,AGC-008,2023-03-04,2024-02-27,Expiré,35237000,4228000,Semestrielle,Non,Chèque,12
CTR-01236,CLT-0465,PRD-002,AGT-001,AGC-001,2023-01-04,2023-12-30,Expiré,10225000,1022000,Mensuelle,Non,Espèces,12
CTR-01237,CLT-0818,PRD-001,AGT-030,AGC-005,2024-01-29,2025-01-23,Expiré,3431000,274000,Semestrielle,Oui,Mobile Money,12
CTR-01238,CLT-0468,PRD-006,AGT-034,AGC-005,2025-03-02,2026-02-25,Actif,14197000,1562000,Mensuelle,Non,Espèces,12
CTR-01239,CLT-0815,PRD-006,AGT-011,AGC-002,2025-05-25,2027-05-15,Actif,15952000,1755000,Mensuelle,Non,Mobile Money,24
CTR-01240,CLT-0052,PRD-001,AGT-034,AGC-005,2024-06-11,2025-06-06,Expiré,3021000,242000,Semestrielle,Non,Mobile Money,12
CTR-01241,CLT-0457,PRD-001,AGT-002,AGC-001,2023-11-22,2024-11-16,Expiré,4565000,365000,Trimestrielle,Non,Espèces,12
CTR-01242,CLT-0588,PRD-008,AGT-010,AGC-002,2023-07-13,2025-07-02,Résilié,78329000,10183000,Mensuelle,Non,Mobile Money,24
CTR-01243,CLT-0781,PRD-002,AGT-018,AGC-003,2024-04-02,2025-03-28,Résilié,10786000,1079000,Mensuelle,Non,Virement bancaire,12
CTR-01244,CLT-0721,PRD-002,AGT-021,AGC-003,2023-06-01,2025-05-21,Expiré,10265000,1026000,Semestrielle,Oui,Espèces,24
CTR-01245,CLT-0143,PRD-006,AGT-025,AGC-004,2024-12-06,2025-12-01,Résilié,18052000,1986000,Trimestrielle,Non,Virement bancaire,12
CTR-01246,CLT-0786,PRD-002,AGT-007,AGC-001,2023-05-25,2024-05-19,Expiré,16782000,1678000,Semestrielle,Oui,Chèque,12
CTR-01247,CLT-0479,PRD-002,AGT-055,AGC-010,2023-07-17,2024-07-11,Expiré,13761000,1376000,Trimestrielle,Oui,Espèces,12
CTR-01248,CLT-0090,PRD-001,AGT-009,AGC-001,2023-05-23,2024-05-17,Expiré,3421000,274000,Annuelle,Non,Virement bancaire,12
CTR-01249,CLT-0806,PRD-005,AGT-010,AGC-002,2023-10-21,2025-10-10,Résilié,552000,33000,Mensuelle,Non,Mobile Money,24
CTR-01250,CLT-0178,PRD-002,AGT-016,AGC-002,2023-01-25,2024-01-20,Expiré,5938000,594000,Mensuelle,Oui,Espèces,12
CTR-01251,CLT-0901,PRD-006,AGT-003,AGC-001,2024-08-04,2026-07-25,Actif,23505000,2586000,Trimestrielle,Non,Espèces,24
CTR-01252,CLT-0671,PRD-008,AGT-058,AGC-011,2024-01-19,2025-01-13,Expiré,47642000,6193000,Annuelle,Oui,Carte bancaire,12
CTR-01253,CLT-0749,PRD-008,AGT-042,AGC-007,2024-01-26,2026-01-15,Actif,87798000,11414000,Mensuelle,Oui,Espèces,24
CTR-01254,CLT-0451,PRD-003,AGT-014,AGC-002,2024-01-28,2026-01-17,Actif,3302000,297000,Trimestrielle,Non,Espèces,24
CTR-01255,CLT-0512,PRD-006,AGT-046,AGC-008,2025-01-19,2026-01-14,Actif,21907000,2410000,Trimestrielle,Oui,Chèque,12
CTR-01256,CLT-0086,PRD-004,AGT-019,AGC-003,2023-06-17,2026-06-01,Actif,11093000,777000,Mensuelle,Non,Mobile Money,36
CTR-01257,CLT-0976,PRD-002,AGT-018,AGC-003,2024-06-05,2025-05-31,Expiré,12645000,1264000,Annuelle,Non,Carte bancaire,12
CTR-01258,CLT-0976,PRD-001,AGT-002,AGC-001,2024-09-28,2026-09-18,Actif,5530000,442000,Trimestrielle,Oui,Mobile Money,24
CTR-01259,CLT-0865,PRD-002,AGT-038,AGC-006,2024-04-23,2026-04-13,Actif,9299000,930000,Semestrielle,Non,Mobile Money,24
CTR-01260,CLT-0038,PRD-003,AGT-058,AGC-011,2023-11-07,2024-11-01,Expiré,8149000,733000,Mensuelle,Oui,Carte bancaire,12
CTR-01261,CLT-0832,PRD-002,AGT-007,AGC-001,2025-06-18,2027-06-08,Actif,7027000,703000,Mensuelle,Oui,Espèces,24
CTR-01262,CLT-0810,PRD-005,AGT-051,AGC-009,2023-06-17,2024-06-11,Expiré,679000,41000,Semestrielle,Non,Mobile Money,12
CTR-01263,CLT-0290,PRD-005,AGT-002,AGC-001,2023-04-14,2025-04-03,Expiré,2003000,120000,Mensuelle,Non,Espèces,24
CTR-01264,CLT-0256,PRD-001,AGT-036,AGC-006,2023-11-11,2024-11-05,Expiré,4261000,341000,Annuelle,Non,Carte bancaire,12
CTR-01265,CLT-0742,PRD-001,AGT-029,AGC-004,2025-03-31,2026-03-26,Actif,2044000,164000,Mensuelle,Oui,Carte bancaire,12
CTR-01266,CLT-0356,PRD-007,AGT-045,AGC-008,2023-07-06,2024-06-30,Résilié,34893000,4187000,Mensuelle,Non,Virement bancaire,12
CTR-01267,CLT-0085,PRD-007,AGT-010,AGC-002,2023-05-02,2025-04-21,Expiré,49067000,5888000,Trimestrielle,Non,Carte bancaire,24
CTR-01268,CLT-0246,PRD-004,AGT-009,AGC-001,2024-01-30,2025-01-24,Expiré,3142000,220000,Mensuelle,Non,Virement bancaire,12
CTR-01269,CLT-0564,PRD-007,AGT-035,AGC-006,2023-03-24,2024-03-18,Expiré,56918000,6830000,Annuelle,Oui,Mobile Money,12
CTR-01270,CLT-0120,PRD-002,AGT-043,AGC-007,2025-02-04,2026-01-30,Actif,10581000,1058000,Semestrielle,Non,Espèces,12
CTR-01271,CLT-0768,PRD-001,AGT-038,AGC-006,2025-06-24,2028-06-08,Actif,4162000,333000,Semestrielle,Non,Virement bancaire,36
CTR-01272,CLT-0770,PRD-008,AGT-042,AGC-007,2023-04-11,2024-04-05,Expiré,88364000,11487000,Trimestrielle,Oui,Carte bancaire,12
CTR-01273,CLT-0944,PRD-001,AGT-004,AGC-001,2024-03-24,2025-03-19,Expiré,2080000,166000,Trimestrielle,Oui,Espèces,12
CTR-01274,CLT-0542,PRD-005,AGT-049,AGC-009,2024-04-27,2025-04-22,Expiré,1973000,118000,Trimestrielle,Non,Chèque,12
CTR-01275,CLT-0109,PRD-003,AGT-034,AGC-005,2023-04-24,2025-04-13,Expiré,13017000,1172000,Mensuelle,Oui,Virement bancaire,24
CTR-01276,CLT-0777,PRD-004,AGT-060,AGC-012,2024-05-07,2025-05-02,Expiré,3386000,237000,Mensuelle,Oui,Mobile Money,12
CTR-01277,CLT-0430,PRD-004,AGT-001,AGC-001,2023-07-06,2025-06-25,Expiré,8125000,569000,Trimestrielle,Non,Mobile Money,24
CTR-01278,CLT-0888,PRD-008,AGT-003,AGC-001,2024-10-28,2025-10-23,Résilié,36683000,4769000,Annuelle,Non,Mobile Money,12
CTR-01279,CLT-0405,PRD-008,AGT-002,AGC-001,2024-02-05,2025-01-30,Expiré,53524000,6958000,Trimestrielle,Non,Mobile Money,12
CTR-01280,CLT-0467,PRD-002,AGT-035,AGC-006,2024-02-03,2026-01-23,Actif,11477000,1148000,Trimestrielle,Oui,Virement bancaire,24
CTR-01281,CLT-0252,PRD-004,AGT-060,AGC-012,2024-12-14,2026-12-04,Actif,8142000,570000,Trimestrielle,Oui,Virement bancaire,24
CTR-01282,CLT-0859,PRD-003,AGT-012,AGC-002,2024-02-02,2025-01-27,Expiré,3116000,280000,Mensuelle,Oui,Chèque,12
CTR-01283,CLT-0833,PRD-005,AGT-046,AGC-008,2023-10-16,2025-10-05,Expiré,1829000,110000,Annuelle,Non,Virement bancaire,24
CTR-01284,CLT-0296,PRD-004,AGT-011,AGC-002,2023-08-14,2024-08-08,Expiré,4661000,326000,Annuelle,Oui,Espèces,12
